"serial","f","h","g","BF","father_serial","h0","H_min","last_H_min_update","f_max","node_max"
"398","3.0","3.0","9","10","204","4.0","3.0","386","4.0","2054"
"399","3.0","3.0","9","10","205","4.0","3.0","387","4.0","2054"
"400","3.0","3.0","9","10","205","4.0","3.0","388","4.0","2054"
"401","3.0","3.0","9","10","206","4.0","3.0","389","4.0","2054"
"402","3.0","3.0","9","10","207","4.0","3.0","390","4.0","2054"
"403","3.0","3.0","9","10","207","4.0","3.0","391","4.0","2054"
"404","3.0","3.0","9","10","207","4.0","3.0","392","4.0","2054"
"405","3.0","3.0","9","10","208","4.0","3.0","393","4.0","2054"
"406","3.0","3.0","9","10","208","4.0","3.0","394","4.0","2054"
"407","3.0","3.0","9","10","208","4.0","3.0","395","4.0","2054"
"408","3.0","3.0","9","10","209","4.0","3.0","396","4.0","2054"
"409","3.0","3.0","9","10","209","4.0","3.0","397","4.0","2054"
"410","3.0","3.0","9","10","209","4.0","3.0","398","4.0","2054"
"411","3.0","3.0","9","10","209","4.0","3.0","399","4.0","2054"
"412","3.0","3.0","9","10","210","4.0","3.0","400","4.0","2054"
"413","3.0","3.0","9","10","210","4.0","3.0","401","4.0","2054"
"414","3.0","3.0","9","10","210","4.0","3.0","402","4.0","2054"
"415","3.0","3.0","9","10","212","4.0","3.0","403","4.0","2054"
"416","3.0","3.0","9","10","213","4.0","3.0","404","4.0","2054"
"417","3.0","3.0","9","10","214","4.0","3.0","405","4.0","2054"
"418","3.0","3.0","9","10","215","4.0","3.0","406","4.0","2054"
"419","3.0","3.0","9","10","215","4.0","3.0","407","4.0","2054"
"420","3.0","3.0","9","10","216","4.0","3.0","408","4.0","2054"
"421","3.0","3.0","9","10","218","4.0","3.0","409","4.0","2054"
"422","3.0","3.0","9","10","218","4.0","3.0","410","4.0","2054"
"423","3.0","3.0","9","10","218","4.0","3.0","411","4.0","2054"
"424","3.0","3.0","9","10","223","4.0","3.0","412","4.0","2054"
"425","3.0","3.0","9","10","223","4.0","3.0","413","4.0","2054"
"426","3.0","3.0","9","10","223","4.0","3.0","414","4.0","2054"
"427","3.0","3.0","9","10","224","4.0","3.0","415","4.0","2054"
"428","3.0","3.0","9","10","224","4.0","3.0","416","4.0","2054"
"429","3.0","3.0","9","10","224","4.0","3.0","417","4.0","2054"
"430","3.0","3.0","9","10","224","4.0","3.0","418","4.0","2054"
"431","3.0","3.0","9","10","227","4.0","3.0","419","4.0","2054"
"432","3.0","3.0","9","10","227","4.0","3.0","420","4.0","2054"
"433","3.0","3.0","9","10","228","4.0","3.0","421","4.0","2054"
"434","3.0","3.0","9","10","228","4.0","3.0","422","4.0","2054"
"435","3.0","3.0","9","10","228","4.0","3.0","423","4.0","2054"
"436","3.0","3.0","9","10","229","4.0","3.0","424","4.0","2054"
"437","3.0","3.0","9","10","229","4.0","3.0","425","4.0","2054"
"438","3.0","3.0","9","10","230","4.0","3.0","426","4.0","2054"
"439","3.0","3.0","9","10","230","4.0","3.0","427","4.0","2054"
"440","3.0","3.0","9","10","230","4.0","3.0","428","4.0","2054"
"441","3.0","3.0","9","10","232","4.0","3.0","429","4.0","2054"
"442","3.0","3.0","9","10","232","4.0","3.0","430","4.0","2054"
"443","3.0","3.0","9","10","232","4.0","3.0","431","4.0","2054"
"444","3.0","3.0","9","10","233","4.0","3.0","432","4.0","2054"
"445","3.0","3.0","9","10","233","4.0","3.0","433","4.0","2054"
"446","3.0","3.0","9","10","233","4.0","3.0","434","4.0","2054"
"447","3.0","3.0","9","10","234","4.0","3.0","435","4.0","2054"
"448","3.0","3.0","9","10","234","4.0","3.0","436","4.0","2054"
"449","3.0","3.0","9","10","234","4.0","3.0","437","4.0","2054"
"450","3.0","3.0","9","10","234","4.0","3.0","438","4.0","2054"
"451","3.0","3.0","9","10","235","4.0","3.0","439","4.0","2054"
"452","3.0","3.0","9","10","235","4.0","3.0","440","4.0","2054"
"453","3.0","3.0","9","10","235","4.0","3.0","441","4.0","2054"
"454","3.0","3.0","9","10","235","4.0","3.0","442","4.0","2054"
"455","3.0","3.0","9","10","235","4.0","3.0","443","4.0","2054"
"456","3.0","3.0","9","10","236","4.0","3.0","444","4.0","2054"
"457","3.0","3.0","9","10","236","4.0","3.0","445","4.0","2054"
"458","3.0","3.0","9","10","236","4.0","3.0","446","4.0","2054"
"459","3.0","3.0","9","10","236","4.0","3.0","447","4.0","2054"
"460","3.0","3.0","9","10","236","4.0","3.0","448","4.0","2054"
"461","3.0","3.0","9","10","237","4.0","3.0","449","4.0","2054"
"462","3.0","3.0","9","10","237","4.0","3.0","450","4.0","2054"
"463","3.0","3.0","9","10","237","4.0","3.0","451","4.0","2054"
"464","3.0","3.0","9","10","238","4.0","3.0","452","4.0","2054"
"465","3.0","3.0","9","10","238","4.0","3.0","453","4.0","2054"
"466","3.0","3.0","9","10","238","4.0","3.0","454","4.0","2054"
"467","3.0","3.0","9","10","239","4.0","3.0","455","4.0","2054"
"468","3.0","3.0","9","10","239","4.0","3.0","456","4.0","2054"
"469","3.0","3.0","9","10","239","4.0","3.0","457","4.0","2054"
"470","3.0","3.0","9","10","240","4.0","3.0","458","4.0","2054"
"471","3.0","3.0","9","10","240","4.0","3.0","459","4.0","2054"
"472","3.0","3.0","9","10","240","4.0","3.0","460","4.0","2054"
"473","3.0","3.0","9","10","241","4.0","3.0","461","4.0","2054"
"474","3.0","3.0","9","10","242","4.0","3.0","462","4.0","2054"
"475","3.0","3.0","9","10","242","4.0","3.0","463","4.0","2054"
"476","3.0","3.0","9","10","243","4.0","3.0","464","4.0","2054"
"477","3.0","3.0","9","10","244","4.0","3.0","465","4.0","2054"
"478","3.0","3.0","9","10","245","4.0","3.0","466","4.0","2054"
"479","3.0","3.0","9","10","246","4.0","3.0","467","4.0","2054"
"480","3.0","3.0","9","10","247","4.0","3.0","468","4.0","2054"
"481","3.0","3.0","9","10","247","4.0","3.0","469","4.0","2054"
"482","3.0","3.0","9","10","247","4.0","3.0","470","4.0","2054"
"483","3.0","3.0","9","10","248","4.0","3.0","471","4.0","2054"
"484","3.0","3.0","9","10","248","4.0","3.0","472","4.0","2054"
"485","3.0","3.0","9","10","249","4.0","3.0","473","4.0","2054"
"486","3.0","3.0","9","10","252","4.0","3.0","474","4.0","2054"
"487","3.0","3.0","9","10","252","4.0","3.0","475","4.0","2054"
"488","3.0","3.0","9","10","253","4.0","3.0","476","4.0","2054"
"489","3.0","3.0","9","10","253","4.0","3.0","477","4.0","2054"
"490","3.0","3.0","9","10","253","4.0","3.0","478","4.0","2054"
"491","3.0","3.0","9","10","253","4.0","3.0","479","4.0","2054"
"492","3.0","3.0","9","10","255","4.0","3.0","480","4.0","2054"
"493","3.0","3.0","9","10","255","4.0","3.0","481","4.0","2054"
"494","3.0","3.0","9","10","257","4.0","3.0","482","4.0","2054"
"495","3.0","3.0","9","10","257","4.0","3.0","483","4.0","2054"
"496","3.0","3.0","9","10","259","4.0","3.0","484","4.0","2054"
"497","3.0","3.0","9","10","260","4.0","3.0","485","4.0","2054"
"498","3.0","3.0","9","10","260","4.0","3.0","486","4.0","2054"
"499","3.0","3.0","9","10","260","4.0","3.0","487","4.0","2054"
"500","3.0","3.0","9","10","261","4.0","3.0","488","4.0","2054"
"501","3.0","3.0","9","10","261","4.0","3.0","489","4.0","2054"
"502","3.0","3.0","9","10","261","4.0","3.0","490","4.0","2054"
"503","3.0","3.0","9","10","262","4.0","3.0","491","4.0","2054"
"504","3.0","3.0","9","10","262","4.0","3.0","492","4.0","2054"
"505","3.0","3.0","9","10","262","4.0","3.0","493","4.0","2054"
"506","3.0","3.0","9","10","263","4.0","3.0","494","4.0","2054"
"507","3.0","3.0","9","10","263","4.0","3.0","495","4.0","2054"
"508","3.0","3.0","9","10","264","4.0","3.0","496","4.0","2054"
"509","3.0","3.0","9","10","264","4.0","3.0","497","4.0","2054"
"510","3.0","3.0","9","10","265","4.0","3.0","498","4.0","2054"
"511","3.0","3.0","9","10","265","4.0","3.0","499","4.0","2054"
"512","3.0","3.0","9","10","265","4.0","3.0","500","4.0","2054"
"513","3.0","3.0","9","10","267","4.0","3.0","501","4.0","2054"
"514","3.0","3.0","9","10","267","4.0","3.0","502","4.0","2054"
"515","3.0","3.0","9","10","267","4.0","3.0","503","4.0","2054"
"516","3.0","3.0","9","10","268","4.0","3.0","504","4.0","2054"
"517","3.0","3.0","9","10","268","4.0","3.0","505","4.0","2054"
"518","3.0","3.0","9","10","268","4.0","3.0","506","4.0","2054"
"519","3.0","3.0","9","10","269","4.0","3.0","507","4.0","2054"
"520","3.0","3.0","9","10","269","4.0","3.0","508","4.0","2054"
"521","3.0","3.0","9","10","269","4.0","3.0","509","4.0","2054"
"522","3.0","3.0","9","10","270","4.0","3.0","510","4.0","2054"
"523","3.0","3.0","9","10","271","4.0","3.0","511","4.0","2054"
"524","3.0","3.0","9","10","271","4.0","3.0","512","4.0","2054"
"525","3.0","3.0","9","10","271","4.0","3.0","513","4.0","2054"
"526","3.0","3.0","9","10","272","4.0","3.0","514","4.0","2054"
"527","3.0","3.0","9","10","272","4.0","3.0","515","4.0","2054"
"528","3.0","3.0","9","10","273","4.0","3.0","516","4.0","2054"
"529","3.0","3.0","9","10","273","4.0","3.0","517","4.0","2054"
"530","3.0","3.0","9","10","274","4.0","3.0","518","4.0","2054"
"531","3.0","3.0","9","10","274","4.0","3.0","519","4.0","2054"
"532","3.0","3.0","9","10","274","4.0","3.0","520","4.0","2054"
"533","3.0","3.0","9","10","274","4.0","3.0","521","4.0","2054"
"534","3.0","3.0","9","10","275","4.0","3.0","522","4.0","2054"
"535","3.0","3.0","9","10","276","4.0","3.0","523","4.0","2054"
"536","3.0","3.0","9","10","276","4.0","3.0","524","4.0","2054"
"537","3.0","3.0","9","10","276","4.0","3.0","525","4.0","2054"
"538","3.0","3.0","9","10","277","4.0","3.0","526","4.0","2054"
"539","3.0","3.0","9","10","277","4.0","3.0","527","4.0","2054"
"540","3.0","3.0","9","10","278","4.0","3.0","528","4.0","2054"
"541","3.0","3.0","9","10","278","4.0","3.0","529","4.0","2054"
"542","3.0","3.0","9","10","279","4.0","3.0","530","4.0","2054"
"543","3.0","3.0","9","10","280","4.0","3.0","531","4.0","2054"
"544","3.0","3.0","9","10","280","4.0","3.0","532","4.0","2054"
"545","3.0","3.0","9","10","281","4.0","3.0","533","4.0","2054"
"546","3.0","3.0","9","10","283","4.0","3.0","534","4.0","2054"
"547","3.0","3.0","9","10","285","4.0","3.0","535","4.0","2054"
"548","3.0","3.0","9","10","286","4.0","3.0","536","4.0","2054"
"549","3.0","3.0","9","10","287","4.0","3.0","537","4.0","2054"
"550","3.0","3.0","9","10","288","4.0","3.0","538","4.0","2054"
"551","3.0","3.0","9","10","288","4.0","3.0","539","4.0","2054"
"552","3.0","3.0","9","10","288","4.0","3.0","540","4.0","2054"
"553","3.0","3.0","9","10","289","4.0","3.0","541","4.0","2054"
"554","3.0","3.0","9","10","289","4.0","3.0","542","4.0","2054"
"555","3.0","3.0","9","10","289","4.0","3.0","543","4.0","2054"
"556","3.0","3.0","9","10","290","4.0","3.0","544","4.0","2054"
"557","3.0","3.0","9","10","290","4.0","3.0","545","4.0","2054"
"558","3.0","3.0","9","10","291","4.0","3.0","546","4.0","2054"
"559","3.0","3.0","9","10","291","4.0","3.0","547","4.0","2054"
"560","3.0","3.0","9","10","291","4.0","3.0","548","4.0","2054"
"561","3.0","3.0","9","10","292","4.0","3.0","549","4.0","2054"
"562","3.0","3.0","9","10","292","4.0","3.0","550","4.0","2054"
"563","3.0","3.0","9","10","292","4.0","3.0","551","4.0","2054"
"564","3.0","3.0","9","10","293","4.0","3.0","552","4.0","2054"
"565","3.0","3.0","9","10","293","4.0","3.0","553","4.0","2054"
"566","3.0","3.0","9","10","293","4.0","3.0","554","4.0","2054"
"567","3.0","3.0","9","10","293","4.0","3.0","555","4.0","2054"
"568","3.0","3.0","9","10","294","4.0","3.0","556","4.0","2054"
"569","3.0","3.0","9","10","295","4.0","3.0","557","4.0","2054"
"570","3.0","3.0","9","10","295","4.0","3.0","558","4.0","2054"
"571","3.0","3.0","9","10","296","4.0","3.0","559","4.0","2054"
"572","3.0","3.0","9","10","296","4.0","3.0","560","4.0","2054"
"573","3.0","3.0","9","10","297","4.0","3.0","561","4.0","2054"
"574","3.0","3.0","9","10","297","4.0","3.0","562","4.0","2054"
"575","3.0","3.0","9","10","297","4.0","3.0","563","4.0","2054"
"576","3.0","3.0","9","10","298","4.0","3.0","564","4.0","2054"
"577","3.0","3.0","9","10","299","4.0","3.0","565","4.0","2054"
"578","3.0","3.0","9","10","299","4.0","3.0","566","4.0","2054"
"579","3.0","3.0","9","10","300","4.0","3.0","567","4.0","2054"
"580","3.0","3.0","9","10","300","4.0","3.0","568","4.0","2054"
"581","3.0","3.0","9","10","301","4.0","3.0","569","4.0","2054"
"582","3.0","3.0","9","10","302","4.0","3.0","570","4.0","2054"
"583","3.0","3.0","9","10","302","4.0","3.0","571","4.0","2054"
"584","3.0","3.0","9","10","303","4.0","3.0","572","4.0","2054"
"585","3.0","3.0","9","10","303","4.0","3.0","573","4.0","2054"
"586","3.0","3.0","9","10","304","4.0","3.0","574","4.0","2054"
"587","3.0","3.0","9","10","304","4.0","3.0","575","4.0","2054"
"588","3.0","3.0","9","10","305","4.0","3.0","576","4.0","2054"
"589","3.0","3.0","9","10","305","4.0","3.0","577","4.0","2054"
"590","3.0","3.0","9","10","307","4.0","3.0","578","4.0","2054"
"591","3.0","3.0","9","10","309","4.0","3.0","579","4.0","2054"
"592","3.0","3.0","9","10","310","4.0","3.0","580","4.0","2054"
"593","3.0","3.0","9","10","310","4.0","3.0","581","4.0","2054"
"594","3.0","3.0","9","10","311","4.0","3.0","582","4.0","2054"
"595","3.0","3.0","9","10","311","4.0","3.0","583","4.0","2054"
"596","3.0","3.0","9","10","312","4.0","3.0","584","4.0","2054"
"597","3.0","3.0","9","10","312","4.0","3.0","585","4.0","2054"
"598","3.0","3.0","9","10","312","4.0","3.0","586","4.0","2054"
"599","3.0","3.0","9","10","312","4.0","3.0","587","4.0","2054"
"600","3.0","3.0","9","10","313","4.0","3.0","588","4.0","2054"
"601","3.0","3.0","9","10","314","4.0","3.0","589","4.0","2054"
"602","3.0","3.0","9","10","314","4.0","3.0","590","4.0","2054"
"603","3.0","3.0","9","10","314","4.0","3.0","591","4.0","2054"
"604","3.0","3.0","9","10","314","4.0","3.0","592","4.0","2054"
"605","3.0","3.0","9","10","315","4.0","3.0","593","4.0","2054"
"606","3.0","3.0","9","10","315","4.0","3.0","594","4.0","2054"
"607","3.0","3.0","9","10","315","4.0","3.0","595","4.0","2054"
"608","3.0","3.0","9","10","315","4.0","3.0","596","4.0","2054"
"609","3.0","3.0","9","10","316","4.0","3.0","597","4.0","2054"
"610","3.0","3.0","9","10","317","4.0","3.0","598","4.0","2054"
"611","3.0","3.0","9","10","320","4.0","3.0","599","4.0","2054"
"612","3.0","3.0","9","10","321","4.0","3.0","600","4.0","2054"
"613","3.0","3.0","9","10","322","4.0","3.0","601","4.0","2054"
"614","3.0","3.0","9","10","322","4.0","3.0","602","4.0","2054"
"615","3.0","3.0","9","10","323","4.0","3.0","603","4.0","2054"
"616","3.0","3.0","9","10","323","4.0","3.0","604","4.0","2054"
"617","3.0","3.0","9","10","324","4.0","3.0","605","4.0","2054"
"618","3.0","3.0","9","10","324","4.0","3.0","606","4.0","2054"
"619","3.0","3.0","9","10","325","4.0","3.0","607","4.0","2054"
"620","3.0","3.0","9","10","325","4.0","3.0","608","4.0","2054"
"621","3.0","3.0","9","10","325","4.0","3.0","609","4.0","2054"
"622","3.0","3.0","9","10","325","4.0","3.0","610","4.0","2054"
"623","3.0","3.0","9","10","326","4.0","3.0","611","4.0","2054"
"624","3.0","3.0","9","10","326","4.0","3.0","612","4.0","2054"
"625","3.0","3.0","9","10","326","4.0","3.0","613","4.0","2054"
"626","3.0","3.0","9","10","327","4.0","3.0","614","4.0","2054"
"627","3.0","3.0","9","10","327","4.0","3.0","615","4.0","2054"
"628","3.0","3.0","9","10","329","4.0","3.0","616","4.0","2054"
"629","3.0","3.0","9","10","330","4.0","3.0","617","4.0","2054"
"630","3.0","3.0","9","10","330","4.0","3.0","618","4.0","2054"
"631","3.0","3.0","9","10","330","4.0","3.0","619","4.0","2054"
"632","3.0","3.0","9","10","331","4.0","3.0","620","4.0","2054"
"633","3.0","3.0","10","10","332","4.0","3.0","621","4.0","2054"
"634","3.0","3.0","10","10","332","4.0","3.0","622","4.0","2054"
"635","3.0","3.0","10","10","332","4.0","3.0","623","4.0","2054"
"636","3.0","3.0","10","10","332","4.0","3.0","624","4.0","2054"
"637","3.0","3.0","10","10","333","4.0","3.0","625","4.0","2054"
"638","3.0","3.0","10","10","334","4.0","3.0","626","4.0","2054"
"639","3.0","3.0","10","10","334","4.0","3.0","627","4.0","2054"
"640","3.0","3.0","10","10","335","4.0","3.0","628","4.0","2054"
"641","3.0","3.0","10","10","335","4.0","3.0","629","4.0","2054"
"642","3.0","3.0","10","10","335","4.0","3.0","630","4.0","2054"
"643","3.0","3.0","10","10","336","4.0","3.0","631","4.0","2054"
"644","3.0","3.0","10","10","336","4.0","3.0","632","4.0","2054"
"645","3.0","3.0","10","10","336","4.0","3.0","633","4.0","2054"
"646","3.0","3.0","10","10","337","4.0","3.0","634","4.0","2054"
"647","3.0","3.0","10","10","337","4.0","3.0","635","4.0","2054"
"648","3.0","3.0","10","10","337","4.0","3.0","636","4.0","2054"
"649","3.0","3.0","10","10","337","4.0","3.0","637","4.0","2054"
"650","3.0","3.0","10","10","338","4.0","3.0","638","4.0","2054"
"651","3.0","3.0","10","10","338","4.0","3.0","639","4.0","2054"
"652","3.0","3.0","10","10","340","4.0","3.0","640","4.0","2054"
"653","3.0","3.0","10","10","340","4.0","3.0","641","4.0","2054"
"654","3.0","3.0","10","10","340","4.0","3.0","642","4.0","2054"
"655","3.0","3.0","10","10","341","4.0","3.0","643","4.0","2054"
"656","3.0","3.0","10","10","341","4.0","3.0","644","4.0","2054"
"657","3.0","3.0","10","10","341","4.0","3.0","645","4.0","2054"
"658","3.0","3.0","10","10","341","4.0","3.0","646","4.0","2054"
"659","3.0","3.0","10","10","342","4.0","3.0","647","4.0","2054"
"660","3.0","3.0","10","10","342","4.0","3.0","648","4.0","2054"
"661","3.0","3.0","10","10","342","4.0","3.0","649","4.0","2054"
"662","3.0","3.0","10","10","343","4.0","3.0","650","4.0","2054"
"663","3.0","3.0","10","10","344","4.0","3.0","651","4.0","2054"
"664","3.0","3.0","10","10","344","4.0","3.0","652","4.0","2054"
"665","3.0","3.0","10","10","345","4.0","3.0","653","4.0","2054"
"666","3.0","3.0","10","10","345","4.0","3.0","654","4.0","2054"
"667","3.0","3.0","10","10","346","4.0","3.0","655","4.0","2054"
"668","3.0","3.0","10","10","348","4.0","3.0","656","4.0","2054"
"669","3.0","3.0","10","10","349","4.0","3.0","657","4.0","2054"
"670","3.0","3.0","10","10","349","4.0","3.0","658","4.0","2054"
"671","3.0","3.0","10","10","349","4.0","3.0","659","4.0","2054"
"672","3.0","3.0","10","10","350","4.0","3.0","660","4.0","2054"
"673","3.0","3.0","10","10","350","4.0","3.0","661","4.0","2054"
"674","3.0","3.0","10","10","350","4.0","3.0","662","4.0","2054"
"675","3.0","3.0","10","10","352","4.0","3.0","663","4.0","2054"
"676","3.0","3.0","10","10","353","4.0","3.0","664","4.0","2054"
"677","3.0","3.0","10","10","353","4.0","3.0","665","4.0","2054"
"678","3.0","3.0","10","10","353","4.0","3.0","666","4.0","2054"
"679","3.0","3.0","10","10","353","4.0","3.0","667","4.0","2054"
"680","3.0","3.0","10","10","354","4.0","3.0","668","4.0","2054"
"681","3.0","3.0","10","10","354","4.0","3.0","669","4.0","2054"
"682","3.0","3.0","10","10","355","4.0","3.0","670","4.0","2054"
"683","3.0","3.0","10","10","355","4.0","3.0","671","4.0","2054"
"684","3.0","3.0","10","10","355","4.0","3.0","672","4.0","2054"
"685","3.0","3.0","10","10","356","4.0","3.0","673","4.0","2054"
"686","3.0","3.0","10","10","356","4.0","3.0","674","4.0","2054"
"687","3.0","3.0","10","10","357","4.0","3.0","675","4.0","2054"
"688","3.0","3.0","10","10","357","4.0","3.0","676","4.0","2054"
"689","3.0","3.0","10","10","357","4.0","3.0","677","4.0","2054"
"690","3.0","3.0","10","10","358","4.0","3.0","678","4.0","2054"
"691","3.0","3.0","10","10","359","4.0","3.0","679","4.0","2054"
"692","3.0","3.0","10","10","359","4.0","3.0","680","4.0","2054"
"693","3.0","3.0","10","10","360","4.0","3.0","681","4.0","2054"
"694","3.0","3.0","10","10","361","4.0","3.0","682","4.0","2054"
"695","3.0","3.0","10","10","362","4.0","3.0","683","4.0","2054"
"696","3.0","3.0","10","10","362","4.0","3.0","684","4.0","2054"
"697","3.0","3.0","10","10","365","4.0","3.0","685","4.0","2054"
"698","3.0","3.0","10","10","367","4.0","3.0","686","4.0","2054"
"699","3.0","3.0","10","10","367","4.0","3.0","687","4.0","2054"
"700","3.0","3.0","10","10","367","4.0","3.0","688","4.0","2054"
"701","3.0","3.0","10","10","367","4.0","3.0","689","4.0","2054"
"702","3.0","3.0","10","10","368","4.0","3.0","690","4.0","2054"
"703","3.0","3.0","10","10","369","4.0","3.0","691","4.0","2054"
"704","3.0","3.0","10","10","369","4.0","3.0","692","4.0","2054"
"705","3.0","3.0","10","10","369","4.0","3.0","693","4.0","2054"
"706","3.0","3.0","10","10","369","4.0","3.0","694","4.0","2054"
"707","3.0","3.0","10","10","373","4.0","3.0","695","4.0","2054"
"708","3.0","3.0","10","10","373","4.0","3.0","696","4.0","2054"
"709","3.0","3.0","10","10","374","4.0","3.0","697","4.0","2054"
"710","3.0","3.0","10","10","374","4.0","3.0","698","4.0","2054"
"711","3.0","3.0","10","10","374","4.0","3.0","699","4.0","2054"
"712","3.0","3.0","10","10","374","4.0","3.0","700","4.0","2054"
"713","3.0","3.0","10","10","375","4.0","3.0","701","4.0","2054"
"714","3.0","3.0","10","10","375","4.0","3.0","702","4.0","2054"
"715","3.0","3.0","10","10","375","4.0","3.0","703","4.0","2054"
"716","3.0","3.0","10","10","376","4.0","3.0","704","4.0","2054"
"717","3.0","3.0","10","10","377","4.0","3.0","705","4.0","2054"
"718","3.0","3.0","10","10","377","4.0","3.0","706","4.0","2054"
"719","3.0","3.0","10","10","377","4.0","3.0","707","4.0","2054"
"720","3.0","3.0","10","10","378","4.0","3.0","708","4.0","2054"
"721","3.0","3.0","10","10","378","4.0","3.0","709","4.0","2054"
"722","3.0","3.0","10","10","380","4.0","3.0","710","4.0","2054"
"723","3.0","3.0","10","10","380","4.0","3.0","711","4.0","2054"
"724","3.0","3.0","10","10","380","4.0","3.0","712","4.0","2054"
"725","3.0","3.0","10","10","381","4.0","3.0","713","4.0","2054"
"726","3.0","3.0","10","10","381","4.0","3.0","714","4.0","2054"
"727","3.0","3.0","10","10","382","4.0","3.0","715","4.0","2054"
"728","3.0","3.0","10","10","382","4.0","3.0","716","4.0","2054"
"729","3.0","3.0","10","10","382","4.0","3.0","717","4.0","2054"
"730","3.0","3.0","10","10","383","4.0","3.0","718","4.0","2054"
"731","3.0","3.0","10","10","383","4.0","3.0","719","4.0","2054"
"732","3.0","3.0","10","10","383","4.0","3.0","720","4.0","2054"
"733","3.0","3.0","10","10","384","4.0","3.0","721","4.0","2054"
"734","3.0","3.0","10","10","384","4.0","3.0","722","4.0","2054"
"735","3.0","3.0","10","10","386","4.0","3.0","723","4.0","2054"
"736","3.0","3.0","10","10","387","4.0","3.0","724","4.0","2054"
"737","3.0","3.0","10","10","388","4.0","3.0","725","4.0","2054"
"738","3.0","3.0","10","10","389","4.0","3.0","726","4.0","2054"
"739","3.0","3.0","10","10","390","4.0","3.0","727","4.0","2054"
"740","3.0","3.0","10","10","391","4.0","3.0","728","4.0","2054"
"741","3.0","3.0","10","10","391","4.0","3.0","729","4.0","2054"
"742","3.0","3.0","10","10","392","4.0","3.0","730","4.0","2054"
"743","3.0","3.0","10","10","392","4.0","3.0","731","4.0","2054"
"744","3.0","3.0","10","10","393","4.0","3.0","732","4.0","2054"
"745","3.0","3.0","10","10","393","4.0","3.0","733","4.0","2054"
"746","3.0","3.0","10","10","393","4.0","3.0","734","4.0","2054"
"747","3.0","3.0","10","10","393","4.0","3.0","735","4.0","2054"
"748","3.0","3.0","10","10","393","4.0","3.0","736","4.0","2054"
"749","3.0","3.0","10","10","393","4.0","3.0","737","4.0","2054"
"750","3.0","3.0","10","10","394","4.0","3.0","738","4.0","2054"
"751","3.0","3.0","10","10","394","4.0","3.0","739","4.0","2054"
"752","3.0","3.0","10","10","395","4.0","3.0","740","4.0","2054"
"753","3.0","3.0","10","10","396","4.0","3.0","741","4.0","2054"
"754","3.0","3.0","10","10","396","4.0","3.0","742","4.0","2054"
"755","3.0","3.0","10","10","396","4.0","3.0","743","4.0","2054"
"756","3.0","3.0","10","10","397","4.0","3.0","744","4.0","2054"
"757","3.0","3.0","10","10","397","4.0","3.0","745","4.0","2054"
"758","3.0","3.0","10","10","397","4.0","3.0","746","4.0","2054"
"759","3.0","3.0","10","10","398","4.0","3.0","747","4.0","2054"
"760","3.0","3.0","10","10","398","4.0","3.0","748","4.0","2054"
"761","3.0","3.0","10","10","398","4.0","3.0","749","4.0","2054"
"762","3.0","3.0","10","10","399","4.0","3.0","750","4.0","2054"
"763","3.0","3.0","10","10","400","4.0","3.0","751","4.0","2054"
"764","3.0","3.0","10","10","402","4.0","3.0","752","4.0","2054"
"765","3.0","3.0","10","10","403","4.0","3.0","753","4.0","2054"
"766","3.0","3.0","10","10","404","4.0","3.0","754","4.0","2054"
"767","3.0","3.0","10","10","405","4.0","3.0","755","4.0","2054"
"768","3.0","3.0","10","10","405","4.0","3.0","756","4.0","2054"
"769","3.0","3.0","10","10","405","4.0","3.0","757","4.0","2054"
"770","3.0","3.0","10","10","405","4.0","3.0","758","4.0","2054"
"771","3.0","3.0","10","10","406","4.0","3.0","759","4.0","2054"
"772","3.0","3.0","10","10","406","4.0","3.0","760","4.0","2054"
"773","3.0","3.0","10","10","406","4.0","3.0","761","4.0","2054"
"774","3.0","3.0","10","10","406","4.0","3.0","762","4.0","2054"
"775","3.0","3.0","10","10","406","4.0","3.0","763","4.0","2054"
"776","3.0","3.0","10","10","407","4.0","3.0","764","4.0","2054"
"777","3.0","3.0","10","10","407","4.0","3.0","765","4.0","2054"
"778","3.0","3.0","10","10","408","4.0","3.0","766","4.0","2054"
"779","3.0","3.0","10","10","409","4.0","3.0","767","4.0","2054"
"780","3.0","3.0","10","10","409","4.0","3.0","768","4.0","2054"
"781","3.0","3.0","10","10","410","4.0","3.0","769","4.0","2054"
"782","3.0","3.0","10","10","410","4.0","3.0","770","4.0","2054"
"783","3.0","3.0","10","10","410","4.0","3.0","771","4.0","2054"
"784","3.0","3.0","10","10","412","4.0","3.0","772","4.0","2054"
"785","3.0","3.0","10","10","412","4.0","3.0","773","4.0","2054"
"786","3.0","3.0","10","10","412","4.0","3.0","774","4.0","2054"
"787","3.0","3.0","10","10","413","4.0","3.0","775","4.0","2054"
"788","3.0","3.0","10","10","413","4.0","3.0","776","4.0","2054"
"789","3.0","3.0","10","10","413","4.0","3.0","777","4.0","2054"
"790","3.0","3.0","10","10","414","4.0","3.0","778","4.0","2054"
"791","3.0","3.0","10","10","415","4.0","3.0","779","4.0","2054"
"792","3.0","3.0","10","10","415","4.0","3.0","780","4.0","2054"
"793","3.0","3.0","10","10","415","4.0","3.0","781","4.0","2054"
"794","3.0","3.0","10","10","416","4.0","3.0","782","4.0","2054"
"795","3.0","3.0","10","10","417","4.0","3.0","783","4.0","2054"
